Name,Perf Issue,Severity,Median Ratio,CI Lower,CI Upper,Perf Change Found
${}/bookings,clean-path,32,0.9551941041003672,0.8790426432703762,1.0555126044156462,False
${}/destinations,clean-path,32,0.9662377902623556,0.9486571398460342,0.9835465823105525,True
${}/flights/${}/seats,clean-path,32,0.9493966361720775,0.8634782860179526,1.0417221618563262,False
${}/flights?from=${},clean-path,32,0.958989164366799,0.941799516480157,0.9800569844793467,True
${}/bookings,clean-path,64,1.00259207133594,0.9200344789895799,1.0913987641442673,False
${}/destinations,clean-path,64,1.0193553820333308,1.0028607840021821,1.0349089522444281,True
${}/flights/${}/seats,clean-path,64,1.0728921706066163,0.9750655866109257,1.1704488486586813,False
${}/flights?from=${},clean-path,64,1.0148149145203993,0.99943443827839,1.0338643118472788,False
${}/bookings,clean-path,128,0.9947679847679252,0.8888686207613753,1.1150535251941482,False
${}/destinations,clean-path,128,1.0133421449104851,0.9947318080748974,1.0296526903921437,False
${}/flights/${}/seats,clean-path,128,1.0054244942132111,0.9074199719213901,1.1167421281700007,False
${}/flights?from=${},clean-path,128,1.0170981188026853,0.9972835309925414,1.037424928177322,False
${}/bookings,clean-path,256,0.9863946469259073,0.8815583504254962,1.0936562473117286,False
${}/destinations,clean-path,256,1.0039909910729896,0.9841361078894333,1.0213250314587448,False
${}/flights/${}/seats,clean-path,256,1.0719348413950807,0.9534906348438983,1.1596749447279484,False
${}/flights?from=${},clean-path,256,0.9965810905460658,0.9801489045232396,1.018125158687475,False
${}/bookings,clean-path,512,1.0644135336064269,0.9679447607907522,1.1797570716614516,False
${}/destinations,clean-path,512,1.0316026422138693,1.0163224937215607,1.0474579553031231,True
${}/flights/${}/seats,clean-path,512,1.0477401433572615,0.956367104232065,1.1465807388584526,False
${}/flights?from=${},clean-path,512,1.0342300056053537,1.0172275692459922,1.0507914838194978,True
${}/bookings,clean-path,1024,0.9944754245735142,0.9179510189155576,1.0929636300689445,False
${}/destinations,clean-path,1024,1.0207900502896792,1.0033206791560587,1.038978910130914,True
${}/flights/${}/seats,clean-path,1024,1.0401992691841395,0.9471490862649278,1.1563347033382028,False
${}/flights?from=${},clean-path,1024,1.0074207719342791,0.9903659183696981,1.0267261142899522,False
${}/bookings,clean-path,2048,1.000487926188529,0.9219044736919175,1.099573050568573,False
${}/destinations,clean-path,2048,1.0333743454781068,1.0077004282853743,1.0565678324140668,True
${}/flights/${}/seats,clean-path,2048,1.031371425533695,0.9485314886962788,1.1143591480597648,False
${}/flights?from=${},clean-path,2048,1.0470325796816586,1.0262219566359834,1.0715714665518445,True
${}/bookings,request-id,0,0.9457532394537077,0.8481868225120406,1.0353644103405024,False
${}/destinations,request-id,0,1.0045995462136468,0.9842245528372496,1.0244133831445394,False
${}/flights/${}/seats,request-id,0,0.9418994561123065,0.8759237544029813,1.0438077703913051,False
${}/flights?from=${},request-id,0,1.0013026631837447,0.9834357160581787,1.024258779838941,False
${}/bookings,request-id,1,0.9805846217377435,0.9058540685114688,1.0963942520036754,False
${}/destinations,request-id,1,1.010886689087241,0.9901035063569589,1.032548148776587,False
${}/flights/${}/seats,request-id,1,1.0285261365768,0.9404946695743641,1.1193415783481986,False
${}/flights?from=${},request-id,1,1.020174904769881,1.0000635689215225,1.0344428316021739,True
${}/bookings,request-id,2,1.0057959103507388,0.9226652563713149,1.1238853130636868,False
${}/destinations,request-id,2,1.0149497246380816,0.9917912207591577,1.0329719758537714,False
${}/flights/${}/seats,request-id,2,0.9810722334015188,0.8966628248301203,1.0992712575267067,False
${}/flights?from=${},request-id,2,1.001921038627834,0.9860421723883133,1.021799859213193,False
${}/bookings,request-id,4,1.0267842652425097,0.947325140838452,1.1212088370054678,False
${}/destinations,request-id,4,1.0274701492182898,1.0117638176225507,1.0429769683778116,True
${}/flights/${}/seats,request-id,4,1.0304892029602597,0.9501733565408694,1.0921927591331184,False
${}/flights?from=${},request-id,4,1.0247804114074952,1.0061041650720046,1.0437291968437368,True
${}/bookings,request-id,8,1.0398218326907527,0.9540208172385266,1.1302652458218378,False
${}/destinations,request-id,8,1.0232801506658782,1.0061103032615972,1.0368292030059751,True
${}/flights/${}/seats,request-id,8,1.034073475288456,0.9509219901165227,1.1097686710634393,False
${}/flights?from=${},request-id,8,1.024499944233309,1.0069608087993809,1.0376590931710539,True
${}/bookings,request-id,16,1.0790312739682513,0.9830086013388083,1.2092289892409143,False
${}/destinations,request-id,16,1.0457900248164438,1.0292707474478173,1.0630593658072696,True
${}/flights/${}/seats,request-id,16,1.1045876942621542,0.9861340390562957,1.230515490320882,False
${}/flights?from=${},request-id,16,1.0451160940255424,1.0291339637933397,1.0622010873435925,True
${}/bookings,request-id,32,1.1478470625006343,1.037057579257135,1.2394531171429943,True
${}/destinations,request-id,32,1.1019714938752594,1.0822886766218691,1.1206096412923578,True
${}/flights/${}/seats,request-id,32,1.1627833169297996,1.0594526012057437,1.2578095378663314,True
${}/flights?from=${},request-id,32,1.091520793594317,1.0725365605274613,1.1093976199687998,True
${}/bookings,request-id,64,1.2488139207239812,1.154666210764472,1.361086417371956,True
${}/destinations,request-id,64,1.1485721682525407,1.1338247760565632,1.1616344302966457,True
${}/flights/${}/seats,request-id,64,1.1858942464789888,1.1056230616273937,1.2748925919346366,True
${}/flights?from=${},request-id,64,1.1288301592326602,1.1117674745588682,1.142244709405157,True
${}/bookings,request-id,128,1.7703362291342617,1.5785197013901147,1.9395673889568332,True
${}/destinations,request-id,128,1.4424347820673884,1.419309801696507,1.4689440119538513,True
${}/flights/${}/seats,request-id,128,1.617611625852786,1.4814863098160733,1.7680928808751974,True
${}/flights?from=${},request-id,128,1.393760201187303,1.3734006279068616,1.4179178042360745,True
${}/bookings,request-id,256,2.4128131980229273,2.2271981043585285,2.619199232758269,True
${}/destinations,request-id,256,1.7639256387584723,1.7393913870916926,1.7900222571179716,True
${}/flights/${}/seats,request-id,256,2.170470256459083,1.9977224022617752,2.346511457411315,True
${}/flights?from=${},request-id,256,1.6945166139467531,1.671179762449015,1.7200002963805083,True
${}/bookings,request-id,512,3.900266519561194,3.5970854760725586,4.278706321303387,True
${}/destinations,request-id,512,2.569591094937013,2.5334919645850724,2.613511808028034,True
${}/flights/${}/seats,request-id,512,3.4046115279230125,3.114121915243738,3.707179728203098,True
${}/flights?from=${},request-id,512,2.264675564659259,2.227826659638232,2.3067050802134075,True
${}/bookings,request-id,1024,4.485793293555369,4.10637732316794,4.874016707416541,True
${}/destinations,request-id,1024,3.3369432962709356,3.2851194656240947,3.389920046290022,True
${}/flights/${}/seats,request-id,1024,3.8132115376754876,3.5329351161392664,4.0279603995647335,True
${}/flights?from=${},request-id,1024,2.9307991623190404,2.887527265008139,2.987158162071415,True
${}/bookings,request-id,2048,11.461964044523441,10.3762909170313,12.654849699285537,True
${}/destinations,request-id,2048,6.180659827482939,6.081975941821176,6.305866624526117,True
${}/flights/${}/seats,request-id,2048,8.667154411019217,7.964456498247126,9.355939303627256,True
${}/flights?from=${},request-id,2048,5.811284269555184,5.709795512587887,5.925813145211575,True
