Benchmark,Perf Issue,Severity,Median Ratio,CI Lower,CI Upper,Perf Change Found
service.BenchmarkRequestCreateBooking,basic-auth,64,2.700798972990321,2.6256795492735,2.772540254990603,True
service.BenchmarkHandlerGetFlight,basic-auth,64,1.0060911016949152,0.9502691617533966,1.0591369206180075,False
database.BenchmarkValues,basic-auth,64,1.0016352261167227,0.9966481355101482,1.0098002296451667,False
service.BenchmarkRequestBookings,basic-auth,64,1.1676233415869028,1.1172837648218936,1.2126320294343165,True
database.BenchmarkGetGenerics,basic-auth,64,1.0065627563576702,0.9594532488114106,1.0460245280418905,False
service.BenchmarkRequestFlight,basic-auth,64,0.9943728018757327,0.9814035087719298,1.0117481203007517,False
service.BenchmarkHandlerGetFlights,basic-auth,64,1.004697034476369,0.9071202030078844,1.1311041414862764,False
service.BenchmarkRequestDestinations,basic-auth,64,1.0034277183676628,0.9914761568225519,1.0151414071168166,False
database.BenchmarkValuesGenerics,basic-auth,64,0.9990437725258554,0.9927667441885415,1.0069271695381528,False
database.BenchmarkGet,basic-auth,64,1.0115590639977445,0.9600379301002439,1.0477961255026633,False
database.BenchmarkRawValues,basic-auth,64,1.0004195083860141,0.9953814662111187,1.0057722635672366,False
service.BenchmarkHandlerGetFlightSeats,basic-auth,64,1.0013230067431285,0.9752554607581438,1.0303834578318065,False
service.BenchmarkRequestSeats,basic-auth,64,0.9972765332047987,0.9738312641388535,1.0184857036184904,False
database.BenchmarkPut,basic-auth,64,0.9907555684961422,0.9592838579266532,1.030985925157635,False
service.BenchmarkHandlerGetBookings,basic-auth,64,0.9971385343546291,0.9854565077385907,1.0098934039492964,False
service.BenchmarkHandlerGetFlight,basic-auth,128,0.9944693178825389,0.9443735646848685,1.05,False
database.BenchmarkRawValues,basic-auth,128,1.002570980045357,0.9949875075875516,1.0083161731967942,False
database.BenchmarkRawGet,basic-auth,128,1.0060975609756098,0.990495247623812,1.0267627380339681,False
service.BenchmarkHandlerGetFlights,basic-auth,128,0.9923317152911333,0.913904729672561,1.0291428611097613,False
service.BenchmarkRequestCreateBooking,basic-auth,128,3.8179962521750768,3.750537456325727,3.90223977585363,True
service.BenchmarkRequestDestinations,basic-auth,128,0.9954444546739301,0.9803090529682326,1.0106519196943797,False
database.BenchmarkGet,basic-auth,128,1.003104275433893,0.9613506916192026,1.0432247973837623,False
service.BenchmarkRequestFlights,basic-auth,128,0.9928901953485657,0.9687443438006271,1.0217898304960489,False
database.BenchmarkPut,basic-auth,128,0.9883307243489399,0.9604349351104875,1.0278694536120279,False
service.BenchmarkHandlerCreateBooking,basic-auth,128,1.0183266627089755,0.9702986911287615,1.0457768910134262,False
database.BenchmarkValues,basic-auth,128,1.0000104638502747,0.993565659750076,1.0091678538711844,False
service.BenchmarkRequestBookings,basic-auth,128,1.2881350348458664,1.2515244429079402,1.3372973756399358,True
service.BenchmarkHandlerGetFlightsQuery,basic-auth,128,0.9956927016617374,0.984547059032708,1.0183381946064638,False
service.BenchmarkRequestSeats,basic-auth,128,0.9964269864287673,0.9720078356551977,1.0167539625288333,False
database.BenchmarkValuesGenerics,basic-auth,128,1.003909149899092,0.9967452647635278,1.009424305169724,False
service.BenchmarkHandlerGetBookings,basic-auth,128,0.9967121722164488,0.9885593220338983,1.0083103070144472,False
service.BenchmarkHandlerGetDestinations,basic-auth,128,1.002366851841348,0.9886559228264218,1.0184469051341791,False
database.BenchmarkGetGenerics,basic-auth,128,1.0064242755604156,0.9620687958325213,1.04294731064764,False
service.BenchmarkRequestFlight,basic-auth,128,1.0034507377439317,0.9922839506172841,1.0176695319961795,False
service.BenchmarkHandlerGetFlightSeats,basic-auth,128,1.008757033483113,0.9816560253231063,1.0325016790979824,False
service.BenchmarkRequestFlightsQuery,basic-auth,128,0.997267713902608,0.9829016507826658,1.0161985769883097,False
service.BenchmarkHandlerGetFlights,basic-auth,256,0.996592960883687,0.886366054105533,1.12686898076865,False
database.BenchmarkPut,basic-auth,256,0.9905262378802457,0.9599655617735687,1.04265086054724,False
service.BenchmarkHandlerGetFlight,basic-auth,256,1.0010576414595451,0.9470019124883559,1.0685668190373758,False
service.BenchmarkHandlerGetDestinations,basic-auth,256,0.9995408827542862,0.9900743140367358,1.0127294697800044,False
service.BenchmarkRequestFlights,basic-auth,256,0.9979368257500155,0.9735107911340626,1.0343586838074974,False
service.BenchmarkRequestDestinations,basic-auth,256,0.9991626946343317,0.992253976669444,1.0115483854695007,False
database.BenchmarkGetGenerics,basic-auth,256,0.9929615592853275,0.9544088830829522,1.0393315064520308,False
database.BenchmarkRawGet,basic-auth,256,1.0015120967741937,0.9805194805194806,1.0172852058973056,False
database.BenchmarkRawValues,basic-auth,256,1.0018831140059372,0.9954301483270093,1.0052983546821719,False
service.BenchmarkHandlerCreateBooking,basic-auth,256,1.0109115230269443,0.9706019337891462,1.0449275362318842,False
service.BenchmarkHandlerGetFlightsQuery,basic-auth,256,0.992975180493454,0.9843796452603572,1.009014836241639,False
database.BenchmarkValuesGenerics,basic-auth,256,0.9967292302450526,0.9920288797426704,1.0041335020020714,False
service.BenchmarkRequestSeats,basic-auth,256,1.004131681294752,0.9828795116053588,1.0317023659460316,False
service.BenchmarkRequestBookings,basic-auth,256,1.4423404373629578,1.3925135825793125,1.4706374445441064,True
service.BenchmarkRequestFlightsQuery,basic-auth,256,0.9977870162315735,0.9880610001639906,1.0107881190775974,False
database.BenchmarkGet,basic-auth,256,0.9980320494798988,0.9524503227333825,1.045519001701645,False
database.BenchmarkValues,basic-auth,256,0.9999979126100271,0.9926904729066155,1.0071502957742724,False
service.BenchmarkHandlerGetFlightSeats,basic-auth,256,0.993730461369336,0.9719920400998743,1.0299148239640339,False
service.BenchmarkRequestCreateBooking,basic-auth,256,5.410042262024552,5.256976687356434,5.684162047193984,True
service.BenchmarkHandlerGetBookings,basic-auth,256,0.998199922663344,0.987991531396069,1.0067022516536626,False
service.BenchmarkRequestFlight,basic-auth,256,1.0034157832744404,0.9884115650239964,1.014667612964277,False
service.BenchmarkRequestSeats,basic-auth,512,1.0077609905193312,0.9824851614921171,1.0255488217674393,False
service.BenchmarkHandlerCreateBooking,basic-auth,512,0.9987115880158456,0.9778707503128558,1.0369295907166378,False
service.BenchmarkRequestDestinations,basic-auth,512,1.0015176609021574,0.9825900699315552,1.0152512288220863,False
service.BenchmarkRequestBookings,basic-auth,512,1.7405938991827818,1.6959691930766478,1.776487975360164,True
database.BenchmarkGetGenerics,basic-auth,512,0.9987877155172413,0.9617968647082071,1.0349785704410341,False
service.BenchmarkHandlerGetFlightsQuery,basic-auth,512,0.9970100001037714,0.9844174899870153,1.0102219038879816,False
service.BenchmarkHandlerGetDestinations,basic-auth,512,1.0055164281437277,0.9857020948569385,1.0206366498028678,False
service.BenchmarkHandlerGetFlight,basic-auth,512,1.0010646792653712,0.942849820604818,1.0471161657189278,False
database.BenchmarkValues,basic-auth,512,0.9985378945856549,0.9883242103933133,1.0130536513640584,False
database.BenchmarkRawGet,basic-auth,512,1.0020181634712413,0.9798792756539235,1.0229725636955769,False
database.BenchmarkPut,basic-auth,512,0.9940924531088465,0.9597446168429546,1.0318996144833321,False
service.BenchmarkHandlerGetBookings,basic-auth,512,1.0012693474928152,0.9864399502546488,1.0123637834315715,False
database.BenchmarkGet,basic-auth,512,0.997889404812157,0.9538986475342239,1.0420300214438885,False
database.BenchmarkValuesGenerics,basic-auth,512,1.0062143497513076,0.9927531443386446,1.0193979159701805,False
service.BenchmarkRequestFlightsQuery,basic-auth,512,1.0015283287742853,0.9890136122169723,1.0138414203285153,False
service.BenchmarkRequestFlight,basic-auth,512,1.001776619684946,0.9861159724652899,1.0189896094589754,False
database.BenchmarkRawValues,basic-auth,512,1.0014384649702508,0.9932769572244954,1.0066581256038107,False
service.BenchmarkHandlerGetFlightSeats,basic-auth,512,1.0013711373679683,0.9727998368503132,1.0196253945015232,False
service.BenchmarkRequestFlights,basic-auth,512,0.9981762583817166,0.8743516128642584,1.12497021355352,False
service.BenchmarkHandlerGetFlights,basic-auth,512,1.0018884771221181,0.9844715383309817,1.0079967370360976,False
service.BenchmarkRequestCreateBooking,basic-auth,512,9.94751287611819,9.435910855985142,10.276124966115479,True
service.BenchmarkHandlerCreateBooking,basic-auth,1024,1.0066966421123122,0.9742854482822828,1.0395225983173548,False
service.BenchmarkRequestFlight,basic-auth,1024,0.997397681570854,0.9858429858429859,1.0116500237755588,False
service.BenchmarkHandlerGetFlightSeats,basic-auth,1024,0.975314768708551,0.9635280090376867,1.014801147099054,False
service.BenchmarkHandlerGetDestinations,basic-auth,1024,1.0002935944144482,0.9873608721931262,1.0141259243501546,False
database.BenchmarkValuesGenerics,basic-auth,1024,1.005466544397964,1.0004470527731852,1.0132774031635932,True
service.BenchmarkHandlerGetFlightsQuery,basic-auth,1024,0.9991913924304233,0.9881930338193279,1.0074925540982216,False
service.BenchmarkHandlerGetFlights,basic-auth,1024,1.0032819966958277,0.9595593906572892,1.0276469424797272,False
service.BenchmarkRequestFlightsQuery,basic-auth,1024,0.9979791282047994,0.9910067479239636,1.0102143150767111,False
database.BenchmarkGetGenerics,basic-auth,1024,0.9919508867667122,0.9552035573122529,1.0422476874223388,False
database.BenchmarkValues,basic-auth,1024,0.999308731932905,0.9944724592369367,1.0048743292467635,False
service.BenchmarkHandlerGetBookings,basic-auth,1024,1.0005277962795565,0.9920044647124119,1.0100874465808616,False
service.BenchmarkRequestBookings,basic-auth,1024,2.3938470505596987,2.2718691009932135,2.447834304472465,True
service.BenchmarkRequestFlights,basic-auth,1024,0.9984826363873995,0.9766450905259816,1.019232137416974,False
service.BenchmarkRequestSeats,basic-auth,1024,1.0109913546863694,0.9877001198693452,1.0341116559824686,False
database.BenchmarkRawGet,basic-auth,1024,1.0030518819938963,0.9878542510121459,1.0262615859938207,False
service.BenchmarkRequestCreateBooking,basic-auth,1024,16.985785107244034,16.47104176684187,17.585030194777577,True
database.BenchmarkPut,basic-auth,1024,1.0136380666916447,0.9749726377234585,1.0326758018370727,False
service.BenchmarkHandlerGetFlight,basic-auth,1024,0.9987026466009341,0.9432925666378295,1.0591653059001624,False
database.BenchmarkRawValues,basic-auth,1024,1.0009693071182542,0.9964724611929344,1.005482374321855,False
service.BenchmarkRequestDestinations,basic-auth,1024,1.0007411480278194,0.9882386627183117,1.0117301111273687,False
database.BenchmarkGet,basic-auth,1024,1.0091833851370444,0.9555193924599945,1.0503189227498229,False
database.BenchmarkGet,basic-auth,2048,0.9967890548652799,0.9646065764817465,1.0390816018247915,False
service.BenchmarkHandlerGetFlight,basic-auth,2048,0.9939569101418813,0.9419813728668691,1.0755494505494505,False
database.BenchmarkGetGenerics,basic-auth,2048,1.0013663068725236,0.9588915156291042,1.043721819920754,False
service.BenchmarkHandlerGetDestinations,basic-auth,2048,1.0040821000401763,0.9945301492777907,1.0155329468502756,False
database.BenchmarkRawValues,basic-auth,2048,1.000274264438014,0.9941804020135201,1.0053614395173873,False
service.BenchmarkHandlerCreateBooking,basic-auth,2048,1.0120108116339273,0.9790836794367981,1.0443687705341747,False
service.BenchmarkHandlerGetBookings,basic-auth,2048,1.0036828464800829,0.9942060565509013,1.0130665461705577,False
service.BenchmarkRequestCreateBooking,basic-auth,2048,31.58417066524,30.21207405245923,32.543720244082344,True
service.BenchmarkHandlerGetFlightSeats,basic-auth,2048,0.9918167512464596,0.9714215618140721,1.0228612329843703,False
service.BenchmarkRequestFlightsQuery,basic-auth,2048,0.9967018475884832,0.9866901339843206,1.007358951197832,False
database.BenchmarkValues,basic-auth,2048,0.9976782008627199,0.9906667094411581,1.0060365607278705,False
service.BenchmarkRequestFlight,basic-auth,2048,0.9920439920439921,0.9772309107635696,1.0064766839378239,False
