Benchmark,Perf Issue,Severity,Median Ratio,CI Lower,CI Upper,Perf Change Found
service.BenchmarkRequestDestinations,basic-auth,2048,0.9963067507695184,0.984707120442891,1.0115007733868102,False
service.BenchmarkRequestFlights,basic-auth,2048,1.0027688060680937,0.9853675373712021,1.024422712846568,False
service.BenchmarkHandlerGetFlightsQuery,basic-auth,2048,0.9998284642187081,0.9900344120697347,1.009249411042357,False
service.BenchmarkRequestBookings,basic-auth,2048,3.6733182563966125,3.5628800400485074,3.850688239410604,True
database.BenchmarkValuesGenerics,basic-auth,2048,0.9996037011814627,0.9949506369200106,1.006263002022099,False
service.BenchmarkHandlerGetFlights,basic-auth,2048,0.997029823411344,0.9039539533657793,1.1309962398875764,False
service.BenchmarkRequestSeats,basic-auth,2048,1.0048850465513963,0.9781600443349434,1.0218717619658728,False
database.BenchmarkPut,basic-auth,2048,0.9891089108910891,0.9624922290529806,1.029755886176513,False
database.BenchmarkRawGet,basic-auth,2048,1.008611955420466,0.991919191919192,1.0262210796915168,False
service.BenchmarkRequestDestinations,clean-path,0,0.9991369369276877,0.9399994361177555,1.0540328662306575,False
service.BenchmarkRequestBookings,clean-path,0,0.9881635652862736,0.9322830055576599,1.0353335216850943,False
service.BenchmarkHandlerGetFlights,clean-path,0,0.999668217243224,0.9753742851235105,1.014697556697712,False
service.BenchmarkHandlerGetBookings,clean-path,0,1.0011628800416095,0.9838627784277799,1.0168872326723575,False
service.BenchmarkHandlerGetFlight,clean-path,0,1.0077180344738872,0.9492567913890313,1.079088471849866,False
service.BenchmarkRequestFlight,clean-path,0,1.0254422098376546,0.9675354366712392,1.0593841642228738,False
service.BenchmarkHandlerGetFlightSeats,clean-path,0,1.014673644212609,0.9830781783200013,1.0460754456995263,False
database.BenchmarkRawValues,clean-path,0,1.00061282441823,0.9809180089571753,1.0189639778261392,False
service.BenchmarkRequestFlights,clean-path,0,1.0097826847049909,0.8863700570116751,1.168559780356776,False
database.BenchmarkGet,clean-path,0,1.0228422924360554,0.9598523681801774,1.0644615453148583,False
service.BenchmarkHandlerCreateBooking,clean-path,0,1.007056583344223,0.9606893134394098,1.049101887777723,False
service.BenchmarkRequestSeats,clean-path,0,1.004796266610323,0.9742048583505349,1.0475269243650918,False
database.BenchmarkGetGenerics,clean-path,0,0.9980338183248132,0.9456990611519919,1.0511064777419017,False
service.BenchmarkHandlerGetFlightsQuery,clean-path,0,0.9991716176920796,0.9149439056177319,1.0640600988202633,False
database.BenchmarkPut,clean-path,0,0.9978326831382747,0.957657467874447,1.0314387599155812,False
database.BenchmarkValuesGenerics,clean-path,0,0.9942333106335924,0.935188304670895,1.0928759811970532,False
service.BenchmarkRequestFlightsQuery,clean-path,0,0.9935138342117392,0.9377571953880051,1.074545279217574,False
service.BenchmarkHandlerGetDestinations,clean-path,0,1.0016823171782718,0.9350707519985977,1.083531906451262,False
database.BenchmarkValues,clean-path,0,1.0032926448788866,0.9628237448156409,1.0328922989092355,False
service.BenchmarkRequestCreateBooking,clean-path,0,1.0026421163187607,0.9493871665465032,1.0558029338127806,False
database.BenchmarkRawGet,clean-path,0,0.9995054401582592,0.9708282980919822,1.0221237506925027,False
service.BenchmarkRequestBookings,clean-path,1,1.0073189062798245,0.9672088894392551,1.0245537122500277,False
service.BenchmarkRequestCreateBooking,clean-path,1,0.9894546852282032,0.9635157545605306,1.0340868921170907,False
database.BenchmarkGetGenerics,clean-path,1,1.0070412999322953,0.9622271598483858,1.0339581635425157,False
database.BenchmarkRawGet,clean-path,1,0.9944723618090452,0.9765351972041937,1.0116161616161616,False
service.BenchmarkHandlerCreateBooking,clean-path,1,0.983466867753794,0.964406956658737,1.0274621030643338,False
database.BenchmarkValuesGenerics,clean-path,1,1.001599571995374,0.994296748269903,1.0100597135390914,False
database.BenchmarkPut,clean-path,1,0.9972375690607735,0.961731763354394,1.0530973451327434,False
database.BenchmarkRawValues,clean-path,1,1.0006926835302121,0.9943144719840726,1.0082008873046022,False
service.BenchmarkHandlerGetFlightsQuery,clean-path,1,0.9964236327655778,0.9888439264739677,1.0083452807138187,False
database.BenchmarkGet,clean-path,1,0.9958199804932424,0.9623501986084538,1.0364525139664804,False
service.BenchmarkHandlerGetFlights,clean-path,1,1.0101471265267705,0.9021210362117369,1.0426457644705829,False
service.BenchmarkHandlerGetBookings,clean-path,1,1.003485129081318,0.989350848668562,1.012560597032562,False
service.BenchmarkHandlerGetFlight,clean-path,1,0.9947547862575399,0.9403623553095117,1.053015958885583,False
database.BenchmarkValues,clean-path,1,0.995216065109659,0.9895469533473968,1.0033033078149518,False
service.BenchmarkHandlerGetDestinations,clean-path,1,0.9996591576926321,0.9816220927205779,1.016777043957566,False
service.BenchmarkRequestFlightsQuery,clean-path,1,1.004727804374468,0.9897476640733962,1.0156315595967491,False
service.BenchmarkRequestDestinations,clean-path,1,0.99952969786104,0.9847521122485509,1.0131179045480605,False
service.BenchmarkHandlerGetFlightSeats,clean-path,1,1.0004179314179238,0.9835690595097405,1.025788651170563,False
service.BenchmarkRequestFlight,clean-path,1,1.0384845941733605,1.0228381110978948,1.0539951573849877,True
service.BenchmarkRequestFlights,clean-path,1,0.9938333138233271,0.9675547010731392,1.0160602182554235,False
service.BenchmarkRequestSeats,clean-path,1,0.9953218196674635,0.9821445815265624,1.0255851349048843,False
database.BenchmarkValues,clean-path,2,1.0022859271903337,0.991210719289509,1.008406646099206,False
service.BenchmarkHandlerCreateBooking,clean-path,2,1.0049897158528225,0.9644624367036073,1.0428590596308294,False
database.BenchmarkGet,clean-path,2,0.9847778387273726,0.9573690419915496,1.0393607346008367,False
service.BenchmarkHandlerGetFlightSeats,clean-path,2,1.0075736264277506,0.9751788761293834,1.027350290176632,False
service.BenchmarkRequestDestinations,clean-path,2,0.9981768031895802,0.9835845867877325,1.011449924041003,False
service.BenchmarkRequestFlight,clean-path,2,1.0513641755634637,1.0323033466783549,1.0687059385828652,True
database.BenchmarkRawValues,clean-path,2,0.9972556964255239,0.9938770975467242,1.0036683654183096,False
service.BenchmarkRequestSeats,clean-path,2,1.0005152012469745,0.9753019535651665,1.025634367747284,False
service.BenchmarkHandlerGetFlight,clean-path,2,0.9994802494802495,0.9433817903596021,1.0613824392847613,False
service.BenchmarkRequestBookings,clean-path,2,0.9909813361715051,0.9755123519953224,1.0200893254328367,False
database.BenchmarkValuesGenerics,clean-path,2,0.9966293132741614,0.9873376366726795,1.0042293526468133,False
database.BenchmarkPut,clean-path,2,1.0198319582166377,0.9669031210338292,1.0482679862961553,False
service.BenchmarkRequestFlightsQuery,clean-path,2,1.0006648690826956,0.9865890483429314,1.0095677586681266,False
database.BenchmarkRawGet,clean-path,2,1.0040180813661475,0.9800796812749004,1.0172676485525647,False
service.BenchmarkHandlerGetFlightsQuery,clean-path,2,1.0002758548750728,0.9919768569351537,1.0164623539025623,False
service.BenchmarkHandlerGetDestinations,clean-path,2,0.9990663159062463,0.9888112408765517,1.0100392895872135,False
service.BenchmarkRequestFlights,clean-path,2,1.0058382046168306,0.994923964303654,1.0172054929945045,False
database.BenchmarkGetGenerics,clean-path,2,0.9890564526891765,0.9595173219151423,1.0362082994304314,False
service.BenchmarkHandlerGetFlights,clean-path,2,1.0010177718625226,0.9765421034496466,1.0340635366131663,False
service.BenchmarkHandlerGetBookings,clean-path,2,1.002458370804018,0.9920866530450927,1.0109545034853227,False
service.BenchmarkRequestCreateBooking,clean-path,2,1.0029080334423845,0.9670697734336002,1.0325375980728375,False
service.BenchmarkHandlerGetFlightsQuery,clean-path,4,1.0004942318734955,0.9874326046411185,1.0094353278926664,False
service.BenchmarkRequestFlights,clean-path,4,1.0141906247651242,0.9039747931174877,1.0541306122906573,False
service.BenchmarkHandlerGetFlightSeats,clean-path,4,1.0077408961158412,0.9828719597846223,1.0360148392431334,False
database.BenchmarkGet,clean-path,4,1.0004221190375686,0.957833759935336,1.0417136414881623,False
database.BenchmarkPut,clean-path,4,1.0049008850852168,0.9713993124131373,1.0372287840988323,False
service.BenchmarkRequestBookings,clean-path,4,1.0090734327197108,0.9746250755076438,1.0502548402319516,False
service.BenchmarkRequestDestinations,clean-path,4,1.0004073768119643,0.9835061162941586,1.0136489364668464,False
service.BenchmarkHandlerGetFlight,clean-path,4,1.0032076984763432,0.9486389316897791,1.0623655913978494,False
service.BenchmarkHandlerGetFlights,clean-path,4,1.0072222913849234,0.988228706130093,1.0244293155244333,False
service.BenchmarkRequestSeats,clean-path,4,0.9982279405141722,0.978025002845898,1.0169895658232642,False
database.BenchmarkValues,clean-path,4,0.9997719408632744,0.9951566301096364,1.0067904039105526,False
service.BenchmarkHandlerGetBookings,clean-path,4,1.0074535445145985,0.9914974772897028,1.0150340108529015,False
service.BenchmarkRequestCreateBooking,clean-path,4,0.9954402675043064,0.9597877551020408,1.032678082885804,False
service.BenchmarkRequestFlight,clean-path,4,1.095376774663269,1.0809245503500455,1.1160132727049281,True
database.BenchmarkGetGenerics,clean-path,4,1.0050539543778172,0.95511028621667,1.0431930016402406,False
database.BenchmarkRawValues,clean-path,4,1.0004380450437838,0.9937838279350616,1.007508663518217,False
database.BenchmarkRawGet,clean-path,4,1.0055415617128463,0.9935000000000002,1.025063938618926,False
service.BenchmarkHandlerCreateBooking,clean-path,4,0.9959659004414674,0.967477539996624,1.0300795316682394,False
service.BenchmarkRequestFlightsQuery,clean-path,4,1.0003989790201016,0.989240531880825,1.011100010148486,False
database.BenchmarkValuesGenerics,clean-path,4,0.9995158818642227,0.9928221135147426,1.0051905277720805,False
service.BenchmarkHandlerGetDestinations,clean-path,4,1.0044008173362005,0.9865112878300915,1.0182279435985166,False
database.BenchmarkGetGenerics,clean-path,8,0.9930694388911102,0.9694437189866806,1.0419145484045431,False
service.BenchmarkHandlerCreateBooking,clean-path,8,1.0022996305511573,0.9744981314904884,1.0416179206382694,False
service.BenchmarkRequestFlights,clean-path,8,0.9972053795304308,0.9601849807780766,1.0403117098786203,False
database.BenchmarkGet,clean-path,8,0.9929353095996676,0.9575180916644331,1.037047431939377,False
service.BenchmarkRequestBookings,clean-path,8,0.9915978710261353,0.9574129525958714,1.0413622096851838,False
database.BenchmarkValuesGenerics,clean-path,8,1.0016780777203267,0.9903226030314067,1.0069026618297752,False
service.BenchmarkHandlerGetBookings,clean-path,8,0.9971515518953021,0.9834384742397447,1.0142692262541906,False
service.BenchmarkHandlerGetDestinations,clean-path,8,1.001427220797306,0.9884392800431216,1.0162791021916973,False
database.BenchmarkPut,clean-path,8,1.019781872884543,0.986763732627399,1.0699890231286862,False
service.BenchmarkRequestFlightsQuery,clean-path,8,0.9960743683872166,0.981538826726783,1.0102748282152063,False
service.BenchmarkHandlerGetFlightSeats,clean-path,8,0.9924952990268424,0.9748811880539094,1.0241612828784614,False
service.BenchmarkRequestCreateBooking,clean-path,8,1.011655525771097,0.9787982932377015,1.0329529972752043,False
service.BenchmarkHandlerGetFlight,clean-path,8,1.0184196476241325,0.9406973784678034,1.0541700187717886,False
service.BenchmarkHandlerGetFlightsQuery,clean-path,8,1.0058327261866262,0.9936408807474472,1.0152988383639625,False
service.BenchmarkRequestDestinations,clean-path,8,0.9986313783514892,0.9819081113568943,1.0136609923274271,False
service.BenchmarkHandlerGetFlights,clean-path,8,1.003009272384002,0.984786950928169,1.0991419897771355,False
service.BenchmarkRequestSeats,clean-path,8,0.9999502909386946,0.978634608887338,1.0146592500806124,False
database.BenchmarkValues,clean-path,8,1.0039200244895239,0.9924022918353881,1.010329998853384,False
database.BenchmarkRawValues,clean-path,8,1.0033551800521057,0.9977453221993947,1.0100835379693711,False
database.BenchmarkRawGet,clean-path,8,0.9914486921529175,0.9705735660847882,1.0255115711603142,False
service.BenchmarkRequestFlight,clean-path,8,1.1610423922180857,1.1433174224343676,1.1798361840520357,True
service.BenchmarkRequestBookings,clean-path,16,1.007814641963976,0.9775817136313465,1.053460260401882,False
service.BenchmarkHandlerGetFlightsQuery,clean-path,16,1.0051480689508538,0.9964606278510941,1.0155800355109668,False
database.BenchmarkGet,clean-path,16,1.0009817671809256,0.9583390061266167,1.048053762562317,False
database.BenchmarkPut,clean-path,16,1.0088845751829176,0.95382642154767,1.049967154924702,False
service.BenchmarkRequestFlightsQuery,clean-path,16,0.9977924159339644,0.988752842070662,1.0052790399708742,False
service.BenchmarkHandlerGetFlights,clean-path,16,1.006185780226185,0.9906823624992596,1.017577152973065,False
database.BenchmarkGetGenerics,clean-path,16,1.0101134344676779,0.956069972379324,1.0454545454545454,False
service.BenchmarkHandlerGetFlight,clean-path,16,1.0077107152353098,0.9453925508884828,1.0721062618595825,False
service.BenchmarkRequestCreateBooking,clean-path,16,1.0083968435961421,0.9721834728311413,1.032585290357311,False
service.BenchmarkHandlerGetDestinations,clean-path,16,0.9987276126986173,0.9891096301335892,1.0121262441769951,False
database.BenchmarkValues,clean-path,16,1.0014951545658533,0.994924070541477,1.0081217781729088,False
service.BenchmarkHandlerCreateBooking,clean-path,16,0.9950600264231145,0.9666447182767377,1.0154872389791183,False
service.BenchmarkRequestDestinations,clean-path,16,1.0025992770485583,0.9904256518028011,1.016503816450496,False
service.BenchmarkRequestFlights,clean-path,16,1.005007024110775,0.8905746528765143,1.0428129982538772,False
service.BenchmarkRequestFlight,clean-path,16,1.298181818181818,1.2743669374104156,1.3158151444945738,True
service.BenchmarkHandlerGetFlightSeats,clean-path,16,1.0171567994011776,0.9910404627021403,1.0357423683880354,False
service.BenchmarkHandlerGetBookings,clean-path,16,0.9991704902269206,0.9855548733714081,1.0130176370385249,False
database.BenchmarkValuesGenerics,clean-path,16,1.0005772679680647,0.9929565089483051,1.0059223815953435,False
database.BenchmarkRawGet,clean-path,16,1.005091649694501,0.9794176706827309,1.029275808936826,False
database.BenchmarkRawValues,clean-path,16,1.0000318847933103,0.9947266559875291,1.007284029903445,False
service.BenchmarkRequestSeats,clean-path,16,1.0021119384131507,0.9660333506785792,1.0155670233802232,False
service.BenchmarkRequestFlight,clean-path,32,1.5492856285268342,1.5213735938425104,1.5638606676342526,True
service.BenchmarkHandlerGetFlights,clean-path,32,1.0026806502956902,0.9142240714010695,1.0909502739762922,False
service.BenchmarkHandlerGetDestinations,clean-path,32,0.9981470025789431,0.9886416945946906,1.007572511206424,False
database.BenchmarkPut,clean-path,32,0.9883040935672515,0.9526718024543819,1.029933892891629,False
service.BenchmarkRequestFlightsQuery,clean-path,32,1.0030420738821868,0.994244994803595,1.0115333465812684,False
database.BenchmarkRawValues,clean-path,32,0.9990507804847091,0.993009404726589,1.0060876789221413,False
service.BenchmarkHandlerGetFlightSeats,clean-path,32,1.0013655720639727,0.9826329431799599,1.0303056184390207,False
service.BenchmarkRequestBookings,clean-path,32,1.0027985116130076,0.9712466558922129,1.0273036869909085,False
service.BenchmarkRequestDestinations,clean-path,32,0.9955896304738472,0.9887287616427284,1.0022263024517233,False
database.BenchmarkValues,clean-path,32,1.0005645477849252,0.9956008164192051,1.011484810510011,False
service.BenchmarkHandlerCreateBooking,clean-path,32,1.0061174782395257,0.9633041016307246,1.040333664197908,False
database.BenchmarkRawGet,clean-path,32,1.0075719333669864,0.9834831931378891,1.025063938618926,False
service.BenchmarkHandlerGetBookings,clean-path,32,1.0006043751440747,0.9814458923844207,1.01056862772331,False
database.BenchmarkValuesGenerics,clean-path,32,1.0005786618936692,0.9956259655132642,1.009907501276634,False
service.BenchmarkRequestCreateBooking,clean-path,32,0.9893096875776912,0.9597579405357969,1.033791398247355,False
service.BenchmarkHandlerGetFlight,clean-path,32,0.9878143634949443,0.9420070600100857,1.0548715203426124,False
service.BenchmarkHandlerGetFlightsQuery,clean-path,32,0.9966227714606726,0.9882761871017934,1.009331494297157,False
database.BenchmarkGetGenerics,clean-path,32,1.000135814206166,0.958988469601677,1.0432351336606656,False
service.BenchmarkRequestSeats,clean-path,32,1.010965276312396,0.9930821819215102,1.0278368427857796,False
service.BenchmarkRequestFlights,clean-path,32,1.0128013385051564,0.9708831570147598,1.0344095767813408,False
database.BenchmarkGet,clean-path,32,1.0085662126105883,0.9631180761956228,1.0443097086248427,False
service.BenchmarkHandlerGetFlightsQuery,clean-path,64,1.0001372832120965,0.9885096973825143,1.0100182808362277,False
service.BenchmarkRequestFlights,clean-path,64,1.005353622032631,0.9587626230346414,1.0381175799678573,False
service.BenchmarkRequestSeats,clean-path,64,1.015735036368626,0.9980297473034079,1.0370878371458407,False
service.BenchmarkRequestBookings,clean-path,64,0.9936522563790573,0.9586681791079505,1.0324463044010692,False
service.BenchmarkRequestFlight,clean-path,64,2.079649207111965,2.030514175876982,2.119393939393939,True
database.BenchmarkValuesGenerics,clean-path,64,0.997293843442475,0.980899644895662,1.0067861668622755,False
service.BenchmarkHandlerGetDestinations,clean-path,64,0.998776045088945,0.9859132113981175,1.0160317374104768,False
database.BenchmarkRawGet,clean-path,64,1.0030287733467946,0.9764642237363083,1.0237374587639243,False
service.BenchmarkRequestFlightsQuery,clean-path,64,0.997938570695726,0.9897855973759628,1.0094486017334436,False
service.BenchmarkHandlerGetBookings,clean-path,64,1.003341863841123,0.9896356579515669,1.0167281370502308,False
database.BenchmarkPut,clean-path,64,1.0047006977598238,0.9628691372321946,1.0326250753465944,False
service.BenchmarkRequestDestinations,clean-path,64,0.9999078829040159,0.9861911049415849,1.0144951000051634,False
service.BenchmarkHandlerCreateBooking,clean-path,64,0.996820198404387,0.9716685729285808,1.0347914100639395,False
service.BenchmarkHandlerGetFlight,clean-path,64,1.0237523352014946,0.9488037046565474,1.0700654307524535,False
service.BenchmarkRequestCreateBooking,clean-path,64,0.9946868243299867,0.9748313483801117,1.033340708341134,False
database.BenchmarkGet,clean-path,64,0.9922168172341904,0.9550196450345481,1.0452867688813174,False
database.BenchmarkGetGenerics,clean-path,64,0.997020585048754,0.9523312002089591,1.0423892100192678,False
database.BenchmarkValues,clean-path,64,1.0037430861112913,0.9911379749530866,1.0111821290966194,False
database.BenchmarkRawValues,clean-path,64,1.0043797404371964,0.9972057074910822,1.009046438757156,False
service.BenchmarkHandlerGetFlights,clean-path,64,0.9949579011674579,0.9799538908560786,1.013923876009221,False
service.BenchmarkHandlerGetFlightSeats,clean-path,64,0.9976912702155035,0.9731470725502269,1.0248001440506234,False
service.BenchmarkHandlerCreateBooking,clean-path,128,0.9942430663641307,0.9629914695977202,1.0404769740025939,False
service.BenchmarkRequestSeats,clean-path,128,1.0195779088479906,0.9972732581562014,1.041139858352425,False
service.BenchmarkRequestDestinations,clean-path,128,0.997514562619722,0.9875011410127714,1.0132206046215277,False
database.BenchmarkRawGet,clean-path,128,0.996977329974811,0.9845000000000002,1.0091534597508636,False
database.BenchmarkGetGenerics,clean-path,128,1.003006696733634,0.9659034002874205,1.0468771354380209,False
database.BenchmarkValues,clean-path,128,0.9989749156966425,0.9912348077219422,1.004557572351139,False
service.BenchmarkHandlerGetFlights,clean-path,128,0.9941799400082243,0.9804559134255282,1.0125588966461607,False
database.BenchmarkValuesGenerics,clean-path,128,1.0004280477520915,0.9907984716105388,1.0085054061672891,False
service.BenchmarkRequestFlightsQuery,clean-path,128,1.005894969875994,0.9856686895756339,1.0156060788798837,False
database.BenchmarkPut,clean-path,128,0.9873520111772925,0.9603180339718106,1.0252866152993088,False
service.BenchmarkHandlerGetFlightsQuery,clean-path,128,1.0033460893027766,0.9887786686586577,1.0134610566878972,False
service.BenchmarkHandlerGetDestinations,clean-path,128,1.0021370158936214,0.9812367373789348,1.0132946996844912,False
service.BenchmarkRequestCreateBooking,clean-path,128,1.0124380642095976,0.9701639829602461,1.0379076483730731,False
service.BenchmarkRequestFlight,clean-path,128,3.154041626331074,3.116982944991593,3.227261673151751,True
service.BenchmarkHandlerGetFlight,clean-path,128,0.9981598317560463,0.9528836251287331,1.0601421541826135,False
service.BenchmarkHandlerGetFlightSeats,clean-path,128,0.9988223938590022,0.980177226666717,1.0168215741910869,False
service.BenchmarkRequestFlights,clean-path,128,1.0052231030826855,0.9828549623717363,1.024161718234877,False
database.BenchmarkGet,clean-path,128,0.997896508203618,0.9651937457511897,1.0405805269832322,False
service.BenchmarkHandlerGetBookings,clean-path,128,0.9970159342882937,0.9900057355045468,1.0086842981972575,False
database.BenchmarkRawValues,clean-path,128,0.9965076006582042,0.991781470200607,1.0037199127763734,False
service.BenchmarkRequestBookings,clean-path,128,0.9902614112698095,0.966210316792905,1.0187700811511313,False
database.BenchmarkRawGet,clean-path,256,0.9979929754139489,0.9771248329773008,1.0189064895247828,False
service.BenchmarkRequestFlightsQuery,clean-path,256,1.004719001192586,0.9884258500146497,1.0243809478973802,False
service.BenchmarkRequestCreateBooking,clean-path,256,1.0046606417987738,0.9736833518240554,1.0309145483219997,False
service.BenchmarkHandlerGetBookings,clean-path,256,1.0051463211879363,0.9817573397396695,1.0173839622020084,False
service.BenchmarkHandlerGetFlightSeats,clean-path,256,0.9872238261547369,0.9643268882061137,1.0026484221949947,False
service.BenchmarkRequestSeats,clean-path,256,1.0308381468380126,1.0155404723525878,1.0609814337738641,True
service.BenchmarkHandlerCreateBooking,clean-path,256,0.9923170846247769,0.9629377496007477,1.0266989358841383,False
service.BenchmarkRequestFlights,clean-path,256,0.984166992623675,0.9480645681417045,1.0182652770223053,False
service.BenchmarkHandlerGetDestinations,clean-path,256,0.9979111675708082,0.986405759933631,1.011235968292838,False
service.BenchmarkHandlerGetFlights,clean-path,256,1.0039649591624535,0.91486037899796,1.0949520432999544,False
database.BenchmarkPut,clean-path,256,1.026319781553398,0.9814611269876162,1.050729086722947,False
database.BenchmarkGet,clean-path,256,0.9976280173015208,0.9588410506363391,1.0488795518207281,False
service.BenchmarkRequestBookings,clean-path,256,1.001545503444413,0.948977393819998,1.0453195148559293,False
service.BenchmarkHandlerGetFlight,clean-path,256,1.0333422245932247,0.951868919610855,1.0709450311399946,False
service.BenchmarkRequestDestinations,clean-path,256,1.0033726081645937,0.9889762237077304,1.0200549579228402,False
database.BenchmarkRawValues,clean-path,256,1.0018528427449584,0.9907468523791554,1.0077669986127906,False
service.BenchmarkHandlerGetFlightsQuery,clean-path,256,0.9990936358664486,0.9834929976758758,1.0115254662811808,False
database.BenchmarkValuesGenerics,clean-path,256,0.9993073903528542,0.9938684861142336,1.0072338263158183,False
database.BenchmarkValues,clean-path,256,1.0014511944673363,0.9952197286454942,1.0125923823322491,False
database.BenchmarkGetGenerics,clean-path,256,1.021138211382114,0.973496835443038,1.0434070434070435,False
service.BenchmarkRequestFlight,clean-path,256,5.214533285526473,5.142469630852696,5.281752701080432,True
service.BenchmarkHandlerGetDestinations,clean-path,512,0.9978309882354758,0.9841314017750501,1.0116857931353553,False
service.BenchmarkRequestFlights,clean-path,512,1.014643678305959,0.9818802453836214,1.0377891153960743,False
database.BenchmarkValues,clean-path,512,0.9992225987594998,0.988800164892082,1.007469653487425,False
service.BenchmarkRequestSeats,clean-path,512,1.0634827523943444,1.0495328614949357,1.0822194550054975,True
database.BenchmarkGet,clean-path,512,1.0044413601665512,0.9639688088195751,1.0380210502183131,False
service.BenchmarkHandlerGetFlight,clean-path,512,0.9921752738654147,0.9306122448979592,1.0634476241900643,False
database.BenchmarkGetGenerics,clean-path,512,1.0002706726214643,0.963340534171249,1.0461307492834722,False
service.BenchmarkRequestCreateBooking,clean-path,512,1.0149400892394593,0.9800871495519198,1.0354556427278212,False
service.BenchmarkHandlerGetBookings,clean-path,512,1.0068730197416524,0.9943333156938491,1.0178246657491152,False
service.BenchmarkHandlerGetFlights,clean-path,512,1.012944326046321,0.9863383981059229,1.1073866148490241,False
database.BenchmarkPut,clean-path,512,1.0032065622669648,0.9610997564438167,1.0430009841774548,False
database.BenchmarkRawValues,clean-path,512,0.9975570323157962,0.9941815164208863,1.0050385237994692,False
service.BenchmarkHandlerGetFlightsQuery,clean-path,512,0.995229543619651,0.9760214590549251,1.0189698659157165,False
database.BenchmarkRawGet,clean-path,512,1.0030150753768845,0.9836390679226574,1.0182648401826484,False
service.BenchmarkHandlerGetFlightSeats,clean-path,512,1.015123296891958,0.9820404578522084,1.0342890497355752,False
service.BenchmarkRequestFlightsQuery,clean-path,512,1.0060885186309043,0.9876107756913799,1.020967778466339,False
service.BenchmarkHandlerCreateBooking,clean-path,512,1.0118857447132208,0.972617010194211,1.0295171145631812,False
service.BenchmarkRequestFlight,clean-path,512,9.499343910294645,9.396945661181483,9.636638087187537,True
database.BenchmarkValuesGenerics,clean-path,512,0.9993589173308957,0.9897917324183625,1.0096736654823708,False
service.BenchmarkRequestBookings,clean-path,512,0.9941213999270871,0.9728710011599809,1.0358939065064323,False
service.BenchmarkRequestDestinations,clean-path,512,0.993657779524368,0.9784698761315167,1.0188562321513588,False
service.BenchmarkHandlerGetFlightsQuery,clean-path,1024,0.9986366999385647,0.9878958261993714,1.0089466921872359,False
service.BenchmarkRequestDestinations,clean-path,1024,1.0010392829563493,0.9909418331696508,1.01868294894707,False
database.BenchmarkValues,clean-path,1024,0.9980549341255107,0.9897288943355993,1.0071881362016606,False
database.BenchmarkGet,clean-path,1024,1.0038108680310516,0.9560335497835498,1.048274334924325,False
database.BenchmarkRawValues,clean-path,1024,0.9994474417106538,0.991646750098148,1.006441869367018,False
service.BenchmarkRequestFlightsQuery,clean-path,1024,1.0076922032211169,0.9976067976407804,1.0170716934169948,False
service.BenchmarkHandlerGetFlightSeats,clean-path,1024,1.0044872289124516,0.9830319648748355,1.0257923588422304,False
service.BenchmarkRequestFlights,clean-path,1024,1.0220880179304237,1.0038718783093215,1.039371784557358,True
service.BenchmarkHandlerGetFlights,clean-path,1024,1.0053257348326803,0.9889182435445466,1.0179150980137608,False
service.BenchmarkHandlerGetFlight,clean-path,1024,0.9936725547060374,0.9567133229652669,1.0545062061521855,False
database.BenchmarkRawGet,clean-path,1024,0.9929506545820744,0.9779534632610238,1.018301982714794,False
database.BenchmarkGetGenerics,clean-path,1024,0.9917433676231727,0.9581042157632887,1.0353562720130045,False
service.BenchmarkRequestSeats,clean-path,1024,1.1090248248280488,1.0821411884280814,1.1229325260350063,True
service.BenchmarkHandlerGetBookings,clean-path,1024,1.002238169780104,0.9922216619202298,1.0132361886282453,False
database.BenchmarkPut,clean-path,1024,0.9922888440472758,0.968918918918919,1.0266773863470253,False
service.BenchmarkRequestBookings,clean-path,1024,1.0030570254557023,0.9788640209918532,1.0324211273458566,False
service.BenchmarkRequestFlight,clean-path,1024,17.169597687304265,16.98652676761655,17.445368897589624,True
database.BenchmarkValuesGenerics,clean-path,1024,0.9979977328048227,0.9911471876341194,1.0036764567272147,False
service.BenchmarkHandlerGetDestinations,clean-path,1024,1.0005065992815478,0.9906382339678858,1.0148154207336209,False
service.BenchmarkRequestCreateBooking,clean-path,1024,1.0002690975142117,0.9725205095711331,1.0279149233173352,False
service.BenchmarkHandlerCreateBooking,clean-path,1024,1.004682612523179,0.9625540254658724,1.0394749021347165,False
database.BenchmarkValuesGenerics,clean-path,2048,1.0017171633612214,0.9921071171856697,1.0099140493857948,False
service.BenchmarkHandlerCreateBooking,clean-path,2048,0.9938202036139598,0.957205674397312,1.0207457087643514,False
service.BenchmarkRequestDestinations,clean-path,2048,0.9989659387964781,0.9871642751010712,1.0057082205618213,False
service.BenchmarkRequestFlightsQuery,clean-path,2048,1.009697081753025,0.9983213108257518,1.0192632107118915,False
service.BenchmarkHandlerGetFlight,clean-path,2048,0.9978785468045611,0.9416411824668706,1.0660377358490567,False
service.BenchmarkHandlerGetDestinations,clean-path,2048,1.000224405107549,0.9906342812041171,1.0124213102607087,False
service.BenchmarkHandlerGetFlightSeats,clean-path,2048,1.0047688048379233,0.9720097210970953,1.0314166240070863,False
service.BenchmarkRequestCreateBooking,clean-path,2048,0.9992500624947922,0.9700162473536507,1.0314352798094628,False
database.BenchmarkValues,clean-path,2048,1.0017001586826393,0.991826608285875,1.009317527300638,False
