1-1-1,service.BenchmarkRequestSeats,2,pkg/service/service_test.go,312,0.003753835,191367,2536
1-1-2,service.BenchmarkRequestSeats,2,pkg/service/service_test.go,306,0.003813582,194378,2543
1-1-3,service.BenchmarkRequestSeats,2,pkg/service/service_test.go,321,0.003756494,192746,2549
1-1-4,service.BenchmarkRequestSeats,2,pkg/service/service_test.go,318,0.003933275,195216,2556
1-1-5,service.BenchmarkRequestSeats,2,pkg/service/service_test.go,316,0.003784969,197142,2562
1-1-1,service.BenchmarkRequestSeats,1,pkg/service/service_test.go,1201,0.000980856,193133,2532
1-1-2,service.BenchmarkRequestSeats,1,pkg/service/service_test.go,1263,0.000981749,189973,2534
1-1-3,service.BenchmarkRequestSeats,1,pkg/service/service_test.go,1202,0.000992458,193811,2535
1-1-4,service.BenchmarkRequestSeats,1,pkg/service/service_test.go,1272,0.00095474,190326,2537
1-1-5,service.BenchmarkRequestSeats,1,pkg/service/service_test.go,1296,0.000949656,189523,2538
1-1-1,service.BenchmarkHandlerGetFlightsQuery,1,pkg/service/service_flights_test.go,202,0.006004342,590590,13702
1-1-2,service.BenchmarkHandlerGetFlightsQuery,1,pkg/service/service_flights_test.go,201,0.006043549,595387,13721
1-1-3,service.BenchmarkHandlerGetFlightsQuery,1,pkg/service/service_flights_test.go,188,0.006190499,595657,13722
1-1-4,service.BenchmarkHandlerGetFlightsQuery,1,pkg/service/service_flights_test.go,196,0.006069402,598346,13732
1-1-5,service.BenchmarkHandlerGetFlightsQuery,1,pkg/service/service_flights_test.go,199,0.006046944,601755,13746
1-1-1,service.BenchmarkHandlerGetFlightsQuery,2,pkg/service/service_flights_test.go,201,0.005971823,593974,13716
1-1-2,service.BenchmarkHandlerGetFlightsQuery,2,pkg/service/service_flights_test.go,198,0.005976724,593134,13712
1-1-3,service.BenchmarkHandlerGetFlightsQuery,2,pkg/service/service_flights_test.go,192,0.006182178,595642,13722
1-1-4,service.BenchmarkHandlerGetFlightsQuery,2,pkg/service/service_flights_test.go,199,0.006117038,597977,13731
1-1-5,service.BenchmarkHandlerGetFlightsQuery,2,pkg/service/service_flights_test.go,204,0.006061732,602579,13749
1-1-1,database.BenchmarkGet,2,pkg/database/database_test.go,200412,0.000005336,1049,20
1-1-2,database.BenchmarkGet,2,pkg/database/database_test.go,234471,0.000005388,1052,20
1-1-3,database.BenchmarkGet,2,pkg/database/database_test.go,227152,0.000005104,1055,20
1-1-4,database.BenchmarkGet,2,pkg/database/database_test.go,239164,0.000005141,1058,20
1-1-5,database.BenchmarkGet,2,pkg/database/database_test.go,224176,0.000004923,1060,20
1-1-1,database.BenchmarkGet,1,pkg/database/database_test.go,224960,0.000005497,1049,20
1-1-2,database.BenchmarkGet,1,pkg/database/database_test.go,237511,0.000005372,1053,20
1-1-3,database.BenchmarkGet,1,pkg/database/database_test.go,264996,0.000005191,1055,20
1-1-4,database.BenchmarkGet,1,pkg/database/database_test.go,226944,0.000005076,1058,20
1-1-5,database.BenchmarkGet,1,pkg/database/database_test.go,235698,0.000004925,1061,20
1-1-1,database.BenchmarkValuesGenerics,2,pkg/database/database_test.go,229,0.004965373,479033,10534
1-1-2,database.BenchmarkValuesGenerics,2,pkg/database/database_test.go,250,0.005011693,481114,10542
1-1-3,database.BenchmarkValuesGenerics,2,pkg/database/database_test.go,249,0.004886309,483134,10550
1-1-4,database.BenchmarkValuesGenerics,2,pkg/database/database_test.go,248,0.004897724,485472,10559
1-1-5,database.BenchmarkValuesGenerics,2,pkg/database/database_test.go,247,0.004889822,487149,10565
1-1-1,database.BenchmarkValuesGenerics,1,pkg/database/database_test.go,229,0.004872622,478954,10533
1-1-2,database.BenchmarkValuesGenerics,1,pkg/database/database_test.go,249,0.005009818,481085,10542
1-1-3,database.BenchmarkValuesGenerics,1,pkg/database/database_test.go,249,0.004846865,483221,10550
1-1-4,database.BenchmarkValuesGenerics,1,pkg/database/database_test.go,250,0.004849899,485001,10557
1-1-5,database.BenchmarkValuesGenerics,1,pkg/database/database_test.go,247,0.004809416,487089,10565
1-1-1,database.BenchmarkGetGenerics,1,pkg/database/database_test.go,252668,0.000005418,1058,21
1-1-2,database.BenchmarkGetGenerics,1,pkg/database/database_test.go,235575,0.000005268,1060,21
1-1-3,database.BenchmarkGetGenerics,1,pkg/database/database_test.go,243146,0.000005356,1063,21
1-1-4,database.BenchmarkGetGenerics,1,pkg/database/database_test.go,231804,0.000005252,1066,21
1-1-5,database.BenchmarkGetGenerics,1,pkg/database/database_test.go,227316,0.000005149,1069,21
1-1-1,database.BenchmarkGetGenerics,2,pkg/database/database_test.go,213717,0.00000531,1059,21
1-1-2,database.BenchmarkGetGenerics,2,pkg/database/database_test.go,208743,0.000005454,1061,21
1-1-3,database.BenchmarkGetGenerics,2,pkg/database/database_test.go,224806,0.000005337,1064,21
1-1-4,database.BenchmarkGetGenerics,2,pkg/database/database_test.go,244668,0.000005392,1067,21
