benchmark,benchFn,change,minci,maxci
mb-main-perf-issue-basic-auth,database.BenchmarkGet,-0.5905511811023612,-2.8866373542343893,1.6929133858267775
mb-main-perf-issue-basic-auth,database.BenchmarkGetGenerics,0.30822577538047735,-2.233296419342923,2.5428626468888327
mb-main-perf-issue-basic-auth,database.BenchmarkPut,-0.31849203769904744,-3.938088997066702,3.530707437159908
mb-main-perf-issue-basic-auth,database.BenchmarkRawGet,0.6810442678774065,-2.8753993610223683,3.9125431530494748
mb-main-perf-issue-basic-auth,database.BenchmarkRawValues,0.1895695342120307,-0.9009911429776585,0.8310098153385459
mb-main-perf-issue-basic-auth,database.BenchmarkValues,0.24874942437884684,-0.9477113830152706,1.9048665724414215
mb-main-perf-issue-basic-auth,database.BenchmarkValuesGenerics,-0.16906229242010795,-1.3553250338072642,1.4291231742765254
mb-main-perf-issue-basic-auth,service.BenchmarkHandlerCreateBooking,-0.7907844109246387,-2.1591610117211557,1.6755555555555635
mb-main-perf-issue-basic-auth,service.BenchmarkHandlerGetBookings,-0.5599984408396042,-2.747761801518156,2.472887365251508
mb-main-perf-issue-basic-auth,service.BenchmarkHandlerGetDestinations,-0.5152627476820992,-2.552173533450275,1.5660557154468124
mb-main-perf-issue-basic-auth,service.BenchmarkHandlerGetFlight,0.8466297622924168,-7.022222222222219,5.47735618115055
mb-main-perf-issue-basic-auth,service.BenchmarkHandlerGetFlightSeats,-0.1867140144152235,-2.304463421111358,1.6411368281788574
mb-main-perf-issue-basic-auth,service.BenchmarkHandlerGetFlights,1.45385483947722,-1.2028104896041336,4.302192062299803
mb-main-perf-issue-basic-auth,service.BenchmarkHandlerGetFlightsQuery,0.14514923247186395,-1.5358726486639496,3.265827206921168
mb-main-perf-issue-basic-auth,service.BenchmarkRequestBookings,670.1531447693102,655.7554362399746,718.5396590434118
mb-main-perf-issue-basic-auth,service.BenchmarkRequestCreateBooking,9328.869631222724,8451.430015348333,9533.092963923504
mb-main-perf-issue-basic-auth,service.BenchmarkRequestDestinations,-0.16110493232773804,-2.0088005452169377,1.783331819753342
mb-main-perf-issue-basic-auth,service.BenchmarkRequestFlight,1.1503564484769857,-0.22332110384429837,3.8602647950231272
mb-main-perf-issue-basic-auth,service.BenchmarkRequestFlights,0.4887110226175162,-1.8453328516214507,1.3818291320352394
mb-main-perf-issue-basic-auth,service.BenchmarkRequestFlightsQuery,0.6330666565882659,-1.5261097641839139,2.225936642214732
mb-main-perf-issue-basic-auth,service.BenchmarkRequestSeats,-0.8318169454500923,-1.595946268405335,1.3313859007417106
