benchmark,benchFn,change,minci,maxci
mb-main-main,database.BenchmarkGet,-0.7722007722007818,-2.1280711936544794,2.8914240755310905
mb-main-main,database.BenchmarkGetGenerics,0.07558578987150177,-2.280311457174644,3.806426931905138
mb-main-main,database.BenchmarkPut,-0.18186379029223598,-4.379185986604838,3.31032634188837
mb-main-main,database.BenchmarkRawGet,-0.5552470849528035,-2.842809364548493,2.1034678794769723
mb-main-main,database.BenchmarkRawValues,0.21321850124780273,-0.9757589781199338,1.1001612520189274
mb-main-main,database.BenchmarkValues,0.06576494447665393,-1.4225495855014092,1.3922428083988914
mb-main-main,database.BenchmarkValuesGenerics,-0.2462525947313332,-1.1719902822567185,1.3484003535676026
mb-main-main,service.BenchmarkHandlerCreateBooking,0.7379238535017318,-4.1601558076862055,2.0548776049879924
mb-main-main,service.BenchmarkHandlerGetBookings,0.417506432418735,-1.6922173933543783,1.8938301354690212
mb-main-main,service.BenchmarkHandlerGetDestinations,-0.3496357233888081,-3.0972828157058485,2.3058087064456334
mb-main-main,service.BenchmarkHandlerGetFlight,-1.7412935323383172,-9.586976183298168,5.293185419968305
mb-main-main,service.BenchmarkHandlerGetFlightSeats,-0.546624540698204,-2.278780392433788,2.433805888530838
mb-main-main,service.BenchmarkHandlerGetFlights,0.5411374000118041,-1.8397862105825835,2.8321324120255786
mb-main-main,service.BenchmarkHandlerGetFlightsQuery,-0.6037203850135731,-1.9825422492622091,1.446284667247788
mb-main-main,service.BenchmarkRequestBookings,0.1012774227186819,-3.3031349473687577,3.4329859206436275
mb-main-main,service.BenchmarkRequestCreateBooking,0.16966954835582193,-1.3742537761929574,4.377043635133604
mb-main-main,service.BenchmarkRequestDestinations,0.2161712565286189,-1.9895171316388516,2.414098232586359
mb-main-main,service.BenchmarkRequestFlight,-0.4902736043017608,-3.3270261747082808,0.7608178792201548
mb-main-main,service.BenchmarkRequestFlights,-0.09783726055671016,-1.458758076211486,2.3694147867192594
mb-main-main,service.BenchmarkRequestFlightsQuery,0.03560180884512043,-2.3779768509326282,1.5598815343876637
mb-main-main,service.BenchmarkRequestSeats,-0.4488995242227567,-1.9387851148800483,1.7419532746400623
