benchmark,endpoint,change,minci,maxci
ab-main-main,GET /destinations,3.1132115348492473,2.0133942877155198,4.263927677300905
ab-main-main,GET /flights/${id}/seats,2.330645077931459,-4.945103803594342,10.605555722783123
ab-main-main,GET /flights?from=${airport},2.756957261741255,1.5966951338856505,3.8291848770646952
ab-main-main,POST /bookings,5.565215175588523,-3.836442794388162,15.506592142048369
