benchmark,benchFn,change,minci,maxci
mb-main-perf-issue-request-id,database.BenchmarkGet,0.21413276231263545,-2.017678708685622,2.9199922133541056
mb-main-perf-issue-request-id,database.BenchmarkGetGenerics,0.18939393939394478,-2.026266416510314,1.8560606060606055
mb-main-perf-issue-request-id,database.BenchmarkPut,-0.2297676793464487,-4.086448888336847,3.664684591520162
mb-main-perf-issue-request-id,database.BenchmarkRawGet,1.0089686098654793,-3.3021463951568464,2.934537246049662
mb-main-perf-issue-request-id,database.BenchmarkRawValues,-0.303568784244046,-1.4748950422312945,0.7524344844640929
mb-main-perf-issue-request-id,database.BenchmarkValues,-0.13534452141821252,-0.5090300492816446,2.6434857021101044
mb-main-perf-issue-request-id,database.BenchmarkValuesGenerics,0.4114325172014155,-1.3066475547483636,1.1305529567800177
mb-main-perf-issue-request-id,service.BenchmarkHandlerCreateBooking,-0.3360560093348841,-2.7596541786743423,0.8422989807474579
mb-main-perf-issue-request-id,service.BenchmarkHandlerGetBookings,-0.4443994093975334,-1.5203256059969417,1.321828199872055
mb-main-perf-issue-request-id,service.BenchmarkHandlerGetDestinations,0.17448723570634428,-1.1646114950364495,1.5526875017524144
mb-main-perf-issue-request-id,service.BenchmarkHandlerGetFlight,-1.3711734693877653,-7.339724385859803,9.174012406137777
mb-main-perf-issue-request-id,service.BenchmarkHandlerGetFlightSeats,-0.022586470491092747,-1.7734534917723366,1.5998923293184752
mb-main-perf-issue-request-id,service.BenchmarkHandlerGetFlights,0.10313364988443485,-1.3321253862596971,3.081786289171573
mb-main-perf-issue-request-id,service.BenchmarkHandlerGetFlightsQuery,0.025887315044870185,-2.4365049950968443,1.8904448504142524
mb-main-perf-issue-request-id,service.BenchmarkRequestBookings,415.74952255600294,393.3943499388696,419.93143142574957
mb-main-perf-issue-request-id,service.BenchmarkRequestCreateBooking,5467.310885991863,5406.191886776927,5647.133593850646
mb-main-perf-issue-request-id,service.BenchmarkRequestDestinations,41.82558311990741,40.045331227033884,42.67767107729112
mb-main-perf-issue-request-id,service.BenchmarkRequestFlight,41660.75909163094,40616.20866325105,42561.34029023316
mb-main-perf-issue-request-id,service.BenchmarkRequestFlights,220.6669688700658,214.38318650909608,226.75359659827814
mb-main-perf-issue-request-id,service.BenchmarkRequestFlightsQuery,44.477726147983155,43.09217020268514,45.603186682235176
mb-main-perf-issue-request-id,service.BenchmarkRequestSeats,268.84831889629027,262.1303067589311,273.0862691608071
