benchmark,benchFn,change,minci,maxci
mb-main-perf-issue-clean-path,database.BenchmarkGet,0.3121951219512198,-1.6759776536312887,2.0945541591861128
mb-main-perf-issue-clean-path,database.BenchmarkGetGenerics,-0.03777861730259735,-1.9212657750988904,2.260869565217405
mb-main-perf-issue-clean-path,database.BenchmarkPut,0.7458405048766492,-4.065092943976323,3.442973659580151
mb-main-perf-issue-clean-path,database.BenchmarkRawGet,-1.0656197420078506,-2.5111607142857095,2.3375142531356863
mb-main-perf-issue-clean-path,database.BenchmarkRawValues,0.5187570443797584,-0.650559256256189,1.3136323649471038
mb-main-perf-issue-clean-path,database.BenchmarkValues,-0.015203684847331367,-1.4003515207091533,1.525093086222995
mb-main-perf-issue-clean-path,database.BenchmarkValuesGenerics,0.16908704388909346,-0.7767691658123854,1.6824977856245038
mb-main-perf-issue-clean-path,service.BenchmarkHandlerCreateBooking,-1.507169361858074,-3.2937834990150794,4.00192092204259
mb-main-perf-issue-clean-path,service.BenchmarkHandlerGetBookings,0.17487982021520132,-2.1866857156772834,1.0679635537549137
mb-main-perf-issue-clean-path,service.BenchmarkHandlerGetDestinations,-0.8576813565884134,-2.3628708972399437,2.0935609390885457
mb-main-perf-issue-clean-path,service.BenchmarkHandlerGetFlight,-0.6651884700665134,-8.440761203192137,7.26734626767509
mb-main-perf-issue-clean-path,service.BenchmarkHandlerGetFlightSeats,0.04530356587031381,-1.8348943612881974,3.069002096793505
mb-main-perf-issue-clean-path,service.BenchmarkHandlerGetFlights,-0.5153992672032426,-2.670556894583276,2.521592401562134
mb-main-perf-issue-clean-path,service.BenchmarkHandlerGetFlightsQuery,-0.5945967158333954,-2.2640170380776037,2.0098586653517714
mb-main-perf-issue-clean-path,service.BenchmarkRequestBookings,-0.12852280202060307,-2.5026175698859565,4.201286034246077
mb-main-perf-issue-clean-path,service.BenchmarkRequestCreateBooking,-1.2126903760565133,-3.939438176471821,1.7899761336515496
mb-main-perf-issue-clean-path,service.BenchmarkRequestDestinations,-0.18571490568495275,-2.2880337360097536,2.262170940726249
mb-main-perf-issue-clean-path,service.BenchmarkRequestFlight,39212.49801492774,38749.889902485054,39696.20822622108
mb-main-perf-issue-clean-path,service.BenchmarkRequestFlights,48.25553177438475,46.02227122835289,54.59331584225513
mb-main-perf-issue-clean-path,service.BenchmarkRequestFlightsQuery,8.94812312322346,6.755578693729181,14.539337485006087
mb-main-perf-issue-clean-path,service.BenchmarkRequestSeats,294.1988196578183,287.9542109869361,305.0801667054153
